Fragment Size,Count,Range,Group,BAM File
12338,1,>1000,Plasma,H8-plasma.bam
4672,1,>1000,Plasma,H8-plasma.bam
185544,1,>1000,Plasma,H8-plasma.bam
7561,1,>1000,Plasma,H8-plasma.bam
19929,1,>1000,Plasma,H8-plasma.bam
17709,1,>1000,Plasma,H8-plasma.bam
9699,1,>1000,Plasma,H8-plasma.bam
2305,1,>1000,Plasma,H8-plasma.bam
2143,1,>1000,Plasma,H8-plasma.bam
500,1,200-500,Plasma,H8-plasma.bam
3204,1,>1000,Plasma,H8-plasma.bam
3054,1,>1000,Plasma,H8-plasma.bam
1209,1,>1000,Plasma,H8-plasma.bam
1709324,1,>1000,Plasma,H8-plasma.bam
1397847,1,>1000,Plasma,H8-plasma.bam
2348,1,>1000,Plasma,H8-plasma.bam
2542,1,>1000,Plasma,H8-plasma.bam
2376,1,>1000,Plasma,H8-plasma.bam
2579,1,>1000,Plasma,H8-plasma.bam
2413,1,>1000,Plasma,H8-plasma.bam
91425,1,>1000,Plasma,H8-plasma.bam
175432,1,>1000,Plasma,H8-plasma.bam
2264,1,>1000,Plasma,H8-plasma.bam
2042,1,>1000,Plasma,H8-plasma.bam
1816,1,>1000,Plasma,H8-plasma.bam
1815,1,>1000,Plasma,H8-plasma.bam
2216,1,>1000,Plasma,H8-plasma.bam
25461,1,>1000,Plasma,H8-plasma.bam
20942,1,>1000,Plasma,H8-plasma.bam
111806,1,>1000,Plasma,H8-plasma.bam
93542,1,>1000,Plasma,H8-plasma.bam
14954,1,>1000,Plasma,H8-plasma.bam
14816,1,>1000,Plasma,H8-plasma.bam
169650,1,>1000,Plasma,H8-plasma.bam
11922,1,>1000,Plasma,H8-plasma.bam
2372,1,>1000,Plasma,H8-plasma.bam
2369,1,>1000,Plasma,H8-plasma.bam
1474,1,>1000,Plasma,H8-plasma.bam
1342,1,>1000,Plasma,H8-plasma.bam
133960,1,>1000,Plasma,H8-plasma.bam
545764,1,>1000,Plasma,H8-plasma.bam
521219,1,>1000,Plasma,H8-plasma.bam
4463,1,>1000,Plasma,H8-plasma.bam
1618,1,>1000,Plasma,H8-plasma.bam
1444,1,>1000,Plasma,H8-plasma.bam
133785,1,>1000,Plasma,H8-plasma.bam
117751,1,>1000,Plasma,H8-plasma.bam
127275,1,>1000,Plasma,H8-plasma.bam
127381,1,>1000,Plasma,H8-plasma.bam
114982,1,>1000,Plasma,H8-plasma.bam
21453,1,>1000,Plasma,H8-plasma.bam
99950,1,>1000,Plasma,H8-plasma.bam
105633,1,>1000,Plasma,H8-plasma.bam
2040,1,>1000,Plasma,H8-plasma.bam
1821,1,>1000,Plasma,H8-plasma.bam
503726,1,>1000,Plasma,H8-plasma.bam
556069,1,>1000,Plasma,H8-plasma.bam
503276,1,>1000,Plasma,H8-plasma.bam
501373,1,>1000,Plasma,H8-plasma.bam
537705,1,>1000,Plasma,H8-plasma.bam
504549,1,>1000,Plasma,H8-plasma.bam
502451,1,>1000,Plasma,H8-plasma.bam
5388200,1,>1000,Plasma,H8-plasma.bam
50858,1,>1000,Plasma,H8-plasma.bam
40471023,1,>1000,Plasma,H8-plasma.bam
40471018,1,>1000,Plasma,H8-plasma.bam
174344,1,>1000,Plasma,H8-plasma.bam
54470,1,>1000,Plasma,H8-plasma.bam
149956,1,>1000,Plasma,H8-plasma.bam
143487,1,>1000,Plasma,H8-plasma.bam
127397,1,>1000,Plasma,H8-plasma.bam
14958,1,>1000,Plasma,H8-plasma.bam
14955,1,>1000,Plasma,H8-plasma.bam
14976,1,>1000,Plasma,H8-plasma.bam
13843,1,>1000,Plasma,H8-plasma.bam
12089,1,>1000,Plasma,H8-plasma.bam
21491,1,>1000,Plasma,H8-plasma.bam
10750,1,>1000,Plasma,H8-plasma.bam
13286,1,>1000,Plasma,H8-plasma.bam
8060,1,>1000,Plasma,H8-plasma.bam
8065,1,>1000,Plasma,H8-plasma.bam
8062,1,>1000,Plasma,H8-plasma.bam
2269,1,>1000,Plasma,H8-plasma.bam
2270,1,>1000,Plasma,H8-plasma.bam
324163,1,>1000,Plasma,H8-plasma.bam
19553,1,>1000,Plasma,H8-plasma.bam
532062,1,>1000,Plasma,H8-plasma.bam
15148,1,>1000,Plasma,H8-plasma.bam
527710,1,>1000,Plasma,H8-plasma.bam
2684,1,>1000,Plasma,H8-plasma.bam
15550,1,>1000,Plasma,H8-plasma.bam
514935,1,>1000,Plasma,H8-plasma.bam
543890,1,>1000,Plasma,H8-plasma.bam
537145,1,>1000,Plasma,H8-plasma.bam
540366,1,>1000,Plasma,H8-plasma.bam
497394,1,>1000,Plasma,H8-plasma.bam
9590,1,>1000,Plasma,H8-plasma.bam
521019,1,>1000,Plasma,H8-plasma.bam
506802,1,>1000,Plasma,H8-plasma.bam
506862,1,>1000,Plasma,H8-plasma.bam
14960,1,>1000,Plasma,H8-plasma.bam
14970,1,>1000,Plasma,H8-plasma.bam
14956,1,>1000,Plasma,H8-plasma.bam
182450,1,>1000,Plasma,H8-plasma.bam
44784,1,>1000,Plasma,H8-plasma.bam
226938,1,>1000,Plasma,H8-plasma.bam
5359,1,>1000,Plasma,H8-plasma.bam
6190,1,>1000,Plasma,H8-plasma.bam
2774295,1,>1000,Plasma,H8-plasma.bam
23017,1,>1000,Plasma,H8-plasma.bam
22912,1,>1000,Plasma,H8-plasma.bam
2746681,1,>1000,Plasma,H8-plasma.bam
2751914,1,>1000,Plasma,H8-plasma.bam
2751986,1,>1000,Plasma,H8-plasma.bam
2789527,1,>1000,Plasma,H8-plasma.bam
15174,1,>1000,Plasma,H8-plasma.bam
15167,1,>1000,Plasma,H8-plasma.bam
15156,1,>1000,Plasma,H8-plasma.bam
15294,1,>1000,Plasma,H8-plasma.bam
2729157,1,>1000,Plasma,H8-plasma.bam
547415,1,>1000,Plasma,H8-plasma.bam
493949,1,>1000,Plasma,H8-plasma.bam
540798,1,>1000,Plasma,H8-plasma.bam
489690,1,>1000,Plasma,H8-plasma.bam
489701,1,>1000,Plasma,H8-plasma.bam
498969,1,>1000,Plasma,H8-plasma.bam
498968,1,>1000,Plasma,H8-plasma.bam
533133,1,>1000,Plasma,H8-plasma.bam
536443,1,>1000,Plasma,H8-plasma.bam
549356,1,>1000,Plasma,H8-plasma.bam
3310,1,>1000,Plasma,H8-plasma.bam
732,1,500-1000,Plasma,H8-plasma.bam
2162180,1,>1000,Plasma,H8-plasma.bam
1400,1,>1000,Plasma,H8-plasma.bam
44488,1,>1000,Plasma,H8-plasma.bam
492116,1,>1000,Plasma,H8-plasma.bam
490280,1,>1000,Plasma,H8-plasma.bam
490268,1,>1000,Plasma,H8-plasma.bam
486005,1,>1000,Plasma,H8-plasma.bam
490274,1,>1000,Plasma,H8-plasma.bam
2761766,1,>1000,Plasma,H8-plasma.bam
2783607,1,>1000,Plasma,H8-plasma.bam
6335,1,>1000,Plasma,H8-plasma.bam
26400,1,>1000,Plasma,H8-plasma.bam
31542,1,>1000,Plasma,H8-plasma.bam
31539,1,>1000,Plasma,H8-plasma.bam
31538,1,>1000,Plasma,H8-plasma.bam
11295,1,>1000,Plasma,H8-plasma.bam
11448,1,>1000,Plasma,H8-plasma.bam
13390,1,>1000,Plasma,H8-plasma.bam
13249,1,>1000,Plasma,H8-plasma.bam
494394,1,>1000,Plasma,H8-plasma.bam
485744,1,>1000,Plasma,H8-plasma.bam
485763,1,>1000,Plasma,H8-plasma.bam
509132,1,>1000,Plasma,H8-plasma.bam
509185,1,>1000,Plasma,H8-plasma.bam
509184,1,>1000,Plasma,H8-plasma.bam
485685,1,>1000,Plasma,H8-plasma.bam
509182,1,>1000,Plasma,H8-plasma.bam
1510,1,>1000,Plasma,H8-plasma.bam
3456328,1,>1000,Plasma,H8-plasma.bam
2775395,1,>1000,Plasma,H8-plasma.bam
2775361,1,>1000,Plasma,H8-plasma.bam
2775387,1,>1000,Plasma,H8-plasma.bam
6436,1,>1000,Plasma,H8-plasma.bam
491437,1,>1000,Plasma,H8-plasma.bam
11738,1,>1000,Plasma,H8-plasma.bam
539082,1,>1000,Plasma,H8-plasma.bam
491172,1,>1000,Plasma,H8-plasma.bam
490635,1,>1000,Plasma,H8-plasma.bam
488635,1,>1000,Plasma,H8-plasma.bam
488630,1,>1000,Plasma,H8-plasma.bam
490439,1,>1000,Plasma,H8-plasma.bam
477,1,200-500,Plasma,H8-plasma.bam
504,1,500-1000,Plasma,H8-plasma.bam
16616794,1,>1000,Plasma,H8-plasma.bam
16616902,1,>1000,Plasma,H8-plasma.bam
910,1,500-1000,Plasma,H8-plasma.bam
27589,1,>1000,Plasma,H8-plasma.bam
8741,1,>1000,Plasma,H8-plasma.bam
8826,1,>1000,Plasma,H8-plasma.bam
2787942,1,>1000,Plasma,H8-plasma.bam
10132,1,>1000,Plasma,H8-plasma.bam
840456,1,>1000,Plasma,H8-plasma.bam
3608087,1,>1000,Plasma,H8-plasma.bam
1036477,1,>1000,Plasma,H8-plasma.bam
3608047,1,>1000,Plasma,H8-plasma.bam
1881,1,>1000,Plasma,H8-plasma.bam
3751217,1,>1000,Plasma,H8-plasma.bam
133279,1,>1000,Plasma,H8-plasma.bam
133300,1,>1000,Plasma,H8-plasma.bam
4007249,1,>1000,Plasma,H8-plasma.bam
4007219,1,>1000,Plasma,H8-plasma.bam
2085,1,>1000,Plasma,H8-plasma.bam
5640292,1,>1000,Plasma,H8-plasma.bam
4819,1,>1000,Plasma,H8-plasma.bam
1117,1,>1000,Plasma,H8-plasma.bam
528123,1,>1000,Plasma,H8-plasma.bam
536711,1,>1000,Plasma,H8-plasma.bam
5630528,1,>1000,Plasma,H8-plasma.bam
5630573,1,>1000,Plasma,H8-plasma.bam
5627246,1,>1000,Plasma,H8-plasma.bam
5624373,1,>1000,Plasma,H8-plasma.bam
5624366,1,>1000,Plasma,H8-plasma.bam
5623203,1,>1000,Plasma,H8-plasma.bam
5621649,1,>1000,Plasma,H8-plasma.bam
5621650,1,>1000,Plasma,H8-plasma.bam
10344,1,>1000,Plasma,H8-plasma.bam
4767069,1,>1000,Plasma,H8-plasma.bam
4766896,1,>1000,Plasma,H8-plasma.bam
4772087,1,>1000,Plasma,H8-plasma.bam
15975,1,>1000,Plasma,H8-plasma.bam
3945332,1,>1000,Plasma,H8-plasma.bam
3943601,1,>1000,Plasma,H8-plasma.bam
3943323,1,>1000,Plasma,H8-plasma.bam
526970,1,>1000,Plasma,H8-plasma.bam
874,1,500-1000,Plasma,H8-plasma.bam
487752,1,>1000,Plasma,H8-plasma.bam
536679,1,>1000,Plasma,H8-plasma.bam
486144,1,>1000,Plasma,H8-plasma.bam
493404,1,>1000,Plasma,H8-plasma.bam
493394,1,>1000,Plasma,H8-plasma.bam
527013,1,>1000,Plasma,H8-plasma.bam
525431,1,>1000,Plasma,H8-plasma.bam
484773,1,>1000,Plasma,H8-plasma.bam
480721,1,>1000,Plasma,H8-plasma.bam
516049,1,>1000,Plasma,H8-plasma.bam
483720,1,>1000,Plasma,H8-plasma.bam
483868,1,>1000,Plasma,H8-plasma.bam
6169,1,>1000,Plasma,H8-plasma.bam
28876167,1,>1000,Plasma,H8-plasma.bam
148498,1,>1000,Plasma,H8-plasma.bam
107210,1,>1000,Plasma,H8-plasma.bam
107362,1,>1000,Plasma,H8-plasma.bam
365009,1,>1000,Plasma,H8-plasma.bam
286693,1,>1000,Plasma,H8-plasma.bam
132109,1,>1000,Plasma,H8-plasma.bam
303186,1,>1000,Plasma,H8-plasma.bam
666894,1,>1000,Plasma,H8-plasma.bam
16025276,1,>1000,Plasma,H8-plasma.bam
666300,1,>1000,Plasma,H8-plasma.bam
1142111,1,>1000,Plasma,H8-plasma.bam
81866993,1,>1000,Plasma,H8-plasma.bam
146668407,1,>1000,Plasma,H8-plasma.bam
44784562,1,>1000,Plasma,H8-plasma.bam
7085767,1,>1000,Plasma,H8-plasma.bam
69376828,1,>1000,Plasma,H8-plasma.bam
341309,1,>1000,Plasma,H8-plasma.bam
353630,1,>1000,Plasma,H8-plasma.bam
262740,1,>1000,Plasma,H8-plasma.bam
317327,1,>1000,Plasma,H8-plasma.bam
317437,1,>1000,Plasma,H8-plasma.bam
1010893,1,>1000,Plasma,H8-plasma.bam
214877,1,>1000,Plasma,H8-plasma.bam
150894,1,>1000,Plasma,H8-plasma.bam
46171994,1,>1000,Plasma,H8-plasma.bam
640603,1,>1000,Plasma,H8-plasma.bam
640757,1,>1000,Plasma,H8-plasma.bam
46094503,1,>1000,Plasma,H8-plasma.bam
97538,1,>1000,Plasma,H8-plasma.bam
46094522,1,>1000,Plasma,H8-plasma.bam
641241,1,>1000,Plasma,H8-plasma.bam
307669,1,>1000,Plasma,H8-plasma.bam
521435,1,>1000,Plasma,H8-plasma.bam
521458,1,>1000,Plasma,H8-plasma.bam
477628,1,>1000,Plasma,H8-plasma.bam
482249,1,>1000,Plasma,H8-plasma.bam
481857,1,>1000,Plasma,H8-plasma.bam
199587,1,>1000,Plasma,H8-plasma.bam
240992,1,>1000,Plasma,H8-plasma.bam
297503,1,>1000,Plasma,H8-plasma.bam
52092,1,>1000,Plasma,H8-plasma.bam
51958,1,>1000,Plasma,H8-plasma.bam
49414,1,>1000,Plasma,H8-plasma.bam
49262,1,>1000,Plasma,H8-plasma.bam
62068,1,>1000,Plasma,H8-plasma.bam
42135,1,>1000,Plasma,H8-plasma.bam
355251,1,>1000,Plasma,H8-plasma.bam
341446,1,>1000,Plasma,H8-plasma.bam
97756,1,>1000,Plasma,H8-plasma.bam
97843,1,>1000,Plasma,H8-plasma.bam
267828,1,>1000,Plasma,H8-plasma.bam
69516,1,>1000,Plasma,H8-plasma.bam
333930,1,>1000,Plasma,H8-plasma.bam
334063,1,>1000,Plasma,H8-plasma.bam
959640,1,>1000,Plasma,H8-plasma.bam
608265,1,>1000,Plasma,H8-plasma.bam
611717,1,>1000,Plasma,H8-plasma.bam
145918,1,>1000,Plasma,H8-plasma.bam
167631,1,>1000,Plasma,H8-plasma.bam
4194,1,>1000,Plasma,H8-plasma.bam
302535,1,>1000,Plasma,H8-plasma.bam
123454,1,>1000,Plasma,H8-plasma.bam
966796,1,>1000,Plasma,H8-plasma.bam
6313,1,>1000,Plasma,H8-plasma.bam
7591,1,>1000,Plasma,H8-plasma.bam
41552,1,>1000,Plasma,H8-plasma.bam
41392,1,>1000,Plasma,H8-plasma.bam
53171,1,>1000,Plasma,H8-plasma.bam
6751,1,>1000,Plasma,H8-plasma.bam
3969,1,>1000,Plasma,H8-plasma.bam
6607,1,>1000,Plasma,H8-plasma.bam
58157,1,>1000,Plasma,H8-plasma.bam
26164,1,>1000,Plasma,H8-plasma.bam
46085919,1,>1000,Plasma,H8-plasma.bam
46082904,1,>1000,Plasma,H8-plasma.bam
15895183,1,>1000,Plasma,H8-plasma.bam
269460,1,>1000,Plasma,H8-plasma.bam
101131,1,>1000,Plasma,H8-plasma.bam
101253,1,>1000,Plasma,H8-plasma.bam
200004,1,>1000,Plasma,H8-plasma.bam
10317,1,>1000,Plasma,H8-plasma.bam
69839,1,>1000,Plasma,H8-plasma.bam
27853,1,>1000,Plasma,H8-plasma.bam
27979,1,>1000,Plasma,H8-plasma.bam
199481,1,>1000,Plasma,H8-plasma.bam
15882070,1,>1000,Plasma,H8-plasma.bam
15882071,1,>1000,Plasma,H8-plasma.bam
40261,1,>1000,Plasma,H8-plasma.bam
548186,1,>1000,Plasma,H8-plasma.bam
133732,1,>1000,Plasma,H8-plasma.bam
46082729,1,>1000,Plasma,H8-plasma.bam
275464,1,>1000,Plasma,H8-plasma.bam
26086,1,>1000,Plasma,H8-plasma.bam
61195,1,>1000,Plasma,H8-plasma.bam
43815,1,>1000,Plasma,H8-plasma.bam
47924,1,>1000,Plasma,H8-plasma.bam
163862,1,>1000,Plasma,H8-plasma.bam
4585,1,>1000,Plasma,H8-plasma.bam
39983,1,>1000,Plasma,H8-plasma.bam
5847,1,>1000,Plasma,H8-plasma.bam
9131,1,>1000,Plasma,H8-plasma.bam
25637,1,>1000,Plasma,H8-plasma.bam
25503,1,>1000,Plasma,H8-plasma.bam
57487,1,>1000,Plasma,H8-plasma.bam
39728,1,>1000,Plasma,H8-plasma.bam
6433,1,>1000,Plasma,H8-plasma.bam
41781,1,>1000,Plasma,H8-plasma.bam
15349,1,>1000,Plasma,H8-plasma.bam
77069,1,>1000,Plasma,H8-plasma.bam
962679,1,>1000,Plasma,H8-plasma.bam
104778,1,>1000,Plasma,H8-plasma.bam
200520,1,>1000,Plasma,H8-plasma.bam
975315,1,>1000,Plasma,H8-plasma.bam
975314,1,>1000,Plasma,H8-plasma.bam
4436,1,>1000,Plasma,H8-plasma.bam
4459,1,>1000,Plasma,H8-plasma.bam
4305,1,>1000,Plasma,H8-plasma.bam
225349,1,>1000,Plasma,H8-plasma.bam
225435,1,>1000,Plasma,H8-plasma.bam
529223,1,>1000,Plasma,H8-plasma.bam
271218,1,>1000,Plasma,H8-plasma.bam
241451,1,>1000,Plasma,H8-plasma.bam
241591,1,>1000,Plasma,H8-plasma.bam
173228,1,>1000,Plasma,H8-plasma.bam
131711,1,>1000,Plasma,H8-plasma.bam
211501,1,>1000,Plasma,H8-plasma.bam
261079,1,>1000,Plasma,H8-plasma.bam
163727,1,>1000,Plasma,H8-plasma.bam
220337,1,>1000,Plasma,H8-plasma.bam
172217,1,>1000,Plasma,H8-plasma.bam
7075,1,>1000,Plasma,H8-plasma.bam
8213,1,>1000,Plasma,H8-plasma.bam
36662,1,>1000,Plasma,H8-plasma.bam
26177,1,>1000,Plasma,H8-plasma.bam
1187,1,>1000,Plasma,H8-plasma.bam
1196,1,>1000,Plasma,H8-plasma.bam
6592,1,>1000,Plasma,H8-plasma.bam
52810,1,>1000,Plasma,H8-plasma.bam
39971,1,>1000,Plasma,H8-plasma.bam
15901102,1,>1000,Plasma,H8-plasma.bam
172351,1,>1000,Plasma,H8-plasma.bam
15901110,1,>1000,Plasma,H8-plasma.bam
255085,1,>1000,Plasma,H8-plasma.bam
955348,1,>1000,Plasma,H8-plasma.bam
46052870,1,>1000,Plasma,H8-plasma.bam
46052967,1,>1000,Plasma,H8-plasma.bam
8683,1,>1000,Plasma,H8-plasma.bam
15104,1,>1000,Plasma,H8-plasma.bam
14941,1,>1000,Plasma,H8-plasma.bam
42262,1,>1000,Plasma,H8-plasma.bam
42118,1,>1000,Plasma,H8-plasma.bam
14437,1,>1000,Plasma,H8-plasma.bam
14291,1,>1000,Plasma,H8-plasma.bam
33825,1,>1000,Plasma,H8-plasma.bam
519444,1,>1000,Plasma,H8-plasma.bam
110144,1,>1000,Plasma,H8-plasma.bam
110075,1,>1000,Plasma,H8-plasma.bam
74629,1,>1000,Plasma,H8-plasma.bam
52738,1,>1000,Plasma,H8-plasma.bam
220243,1,>1000,Plasma,H8-plasma.bam
6260,1,>1000,Plasma,H8-plasma.bam
32295,1,>1000,Plasma,H8-plasma.bam
493417,1,>1000,Plasma,H8-plasma.bam
5966,1,>1000,Plasma,H8-plasma.bam
28468,1,>1000,Plasma,H8-plasma.bam
34965,1,>1000,Plasma,H8-plasma.bam
34828,1,>1000,Plasma,H8-plasma.bam
9430,1,>1000,Plasma,H8-plasma.bam
929395,1,>1000,Plasma,H8-plasma.bam
31985,1,>1000,Plasma,H8-plasma.bam
112647,1,>1000,Plasma,H8-plasma.bam
519717,1,>1000,Plasma,H8-plasma.bam
96982,1,>1000,Plasma,H8-plasma.bam
97085,1,>1000,Plasma,H8-plasma.bam
151766,1,>1000,Plasma,H8-plasma.bam
151851,1,>1000,Plasma,H8-plasma.bam
499559,1,>1000,Plasma,H8-plasma.bam
504534,1,>1000,Plasma,H8-plasma.bam
44596,1,>1000,Plasma,H8-plasma.bam
135424,1,>1000,Plasma,H8-plasma.bam
512813,1,>1000,Plasma,H8-plasma.bam
28988,1,>1000,Plasma,H8-plasma.bam
216435,1,>1000,Plasma,H8-plasma.bam
12405,1,>1000,Plasma,H8-plasma.bam
113860,1,>1000,Plasma,H8-plasma.bam
141621,1,>1000,Plasma,H8-plasma.bam
66279,1,>1000,Plasma,H8-plasma.bam
120724,1,>1000,Plasma,H8-plasma.bam
120859,1,>1000,Plasma,H8-plasma.bam
7152,1,>1000,Plasma,H8-plasma.bam
7029,1,>1000,Plasma,H8-plasma.bam
17708,1,>1000,Plasma,H8-plasma.bam
729196,1,>1000,Plasma,H8-plasma.bam
219098,1,>1000,Plasma,H8-plasma.bam
8766,1,>1000,Plasma,H8-plasma.bam
505644,1,>1000,Plasma,H8-plasma.bam
494683,1,>1000,Plasma,H8-plasma.bam
11205,1,>1000,Plasma,H8-plasma.bam
20140,1,>1000,Plasma,H8-plasma.bam
17719,1,>1000,Plasma,H8-plasma.bam
33601,1,>1000,Plasma,H8-plasma.bam
40678,1,>1000,Plasma,H8-plasma.bam
15962,1,>1000,Plasma,H8-plasma.bam
18685,1,>1000,Plasma,H8-plasma.bam
35006,1,>1000,Plasma,H8-plasma.bam
7415,1,>1000,Plasma,H8-plasma.bam
498283,1,>1000,Plasma,H8-plasma.bam
15859048,1,>1000,Plasma,H8-plasma.bam
20398,1,>1000,Plasma,H8-plasma.bam
31911,1,>1000,Plasma,H8-plasma.bam
9573,1,>1000,Plasma,H8-plasma.bam
24234,1,>1000,Plasma,H8-plasma.bam
22585,1,>1000,Plasma,H8-plasma.bam
22745,1,>1000,Plasma,H8-plasma.bam
501474,1,>1000,Plasma,H8-plasma.bam
7622,1,>1000,Plasma,H8-plasma.bam
888731,1,>1000,Plasma,H8-plasma.bam
50807,1,>1000,Plasma,H8-plasma.bam
157990,1,>1000,Plasma,H8-plasma.bam
24285,1,>1000,Plasma,H8-plasma.bam
184233,1,>1000,Plasma,H8-plasma.bam
505478,1,>1000,Plasma,H8-plasma.bam
45928638,1,>1000,Plasma,H8-plasma.bam
729203,1,>1000,Plasma,H8-plasma.bam
43734,1,>1000,Plasma,H8-plasma.bam
38675,1,>1000,Plasma,H8-plasma.bam
113530,1,>1000,Plasma,H8-plasma.bam
113656,1,>1000,Plasma,H8-plasma.bam
7603,1,>1000,Plasma,H8-plasma.bam
7498,1,>1000,Plasma,H8-plasma.bam
6548,1,>1000,Plasma,H8-plasma.bam
45771,1,>1000,Plasma,H8-plasma.bam
150577,1,>1000,Plasma,H8-plasma.bam
153692,1,>1000,Plasma,H8-plasma.bam
120507,1,>1000,Plasma,H8-plasma.bam
133867,1,>1000,Plasma,H8-plasma.bam
18429,1,>1000,Plasma,H8-plasma.bam
18457,1,>1000,Plasma,H8-plasma.bam
2538,1,>1000,Plasma,H8-plasma.bam
32690,1,>1000,Plasma,H8-plasma.bam
492580,1,>1000,Plasma,H8-plasma.bam
23681,1,>1000,Plasma,H8-plasma.bam
534120,1,>1000,Plasma,H8-plasma.bam
2037,1,>1000,Plasma,H8-plasma.bam
26794,1,>1000,Plasma,H8-plasma.bam
12200,1,>1000,Plasma,H8-plasma.bam
12039,1,>1000,Plasma,H8-plasma.bam
26266,1,>1000,Plasma,H8-plasma.bam
26099,1,>1000,Plasma,H8-plasma.bam
16451,1,>1000,Plasma,H8-plasma.bam
535030,1,>1000,Plasma,H8-plasma.bam
526303,1,>1000,Plasma,H8-plasma.bam
515607,1,>1000,Plasma,H8-plasma.bam
485694,1,>1000,Plasma,H8-plasma.bam
134697,1,>1000,Plasma,H8-plasma.bam
46023797,1,>1000,Plasma,H8-plasma.bam
25421,1,>1000,Plasma,H8-plasma.bam
519087,1,>1000,Plasma,H8-plasma.bam
536942,1,>1000,Plasma,H8-plasma.bam
516445,1,>1000,Plasma,H8-plasma.bam
788,1,500-1000,Plasma,H8-plasma.bam
529530,1,>1000,Plasma,H8-plasma.bam
12361,1,>1000,Plasma,H8-plasma.bam
211968,1,>1000,Plasma,H8-plasma.bam
13511,1,>1000,Plasma,H8-plasma.bam
127651,1,>1000,Plasma,H8-plasma.bam
20966,1,>1000,Plasma,H8-plasma.bam
157898,1,>1000,Plasma,H8-plasma.bam
179788,1,>1000,Plasma,H8-plasma.bam
62313,1,>1000,Plasma,H8-plasma.bam
11596,1,>1000,Plasma,H8-plasma.bam
11499,1,>1000,Plasma,H8-plasma.bam
15443,1,>1000,Plasma,H8-plasma.bam
552,1,500-1000,Plasma,H8-plasma.bam
16702,1,>1000,Plasma,H8-plasma.bam
39422,1,>1000,Plasma,H8-plasma.bam
523693,1,>1000,Plasma,H8-plasma.bam
137964,1,>1000,Plasma,H8-plasma.bam
15830221,1,>1000,Plasma,H8-plasma.bam
63629,1,>1000,Plasma,H8-plasma.bam
63764,1,>1000,Plasma,H8-plasma.bam
15820717,1,>1000,Plasma,H8-plasma.bam
134358,1,>1000,Plasma,H8-plasma.bam
134460,1,>1000,Plasma,H8-plasma.bam
474248,1,>1000,Plasma,H8-plasma.bam
20292,1,>1000,Plasma,H8-plasma.bam
538483,1,>1000,Plasma,H8-plasma.bam
26071,1,>1000,Plasma,H8-plasma.bam
30068,1,>1000,Plasma,H8-plasma.bam
30442,1,>1000,Plasma,H8-plasma.bam
15809485,1,>1000,Plasma,H8-plasma.bam
15809474,1,>1000,Plasma,H8-plasma.bam
891958,1,>1000,Plasma,H8-plasma.bam
894552,1,>1000,Plasma,H8-plasma.bam
891959,1,>1000,Plasma,H8-plasma.bam
891915,1,>1000,Plasma,H8-plasma.bam
176385,1,>1000,Plasma,H8-plasma.bam
176285,1,>1000,Plasma,H8-plasma.bam
188117,1,>1000,Plasma,H8-plasma.bam
35687,1,>1000,Plasma,H8-plasma.bam
12372,1,>1000,Plasma,H8-plasma.bam
35827,1,>1000,Plasma,H8-plasma.bam
7967,1,>1000,Plasma,H8-plasma.bam
24343,1,>1000,Plasma,H8-plasma.bam
89421,1,>1000,Plasma,H8-plasma.bam
873912,1,>1000,Plasma,H8-plasma.bam
85089,1,>1000,Plasma,H8-plasma.bam
152692,1,>1000,Plasma,H8-plasma.bam
47102,1,>1000,Plasma,H8-plasma.bam
32085,1,>1000,Plasma,H8-plasma.bam
32184,1,>1000,Plasma,H8-plasma.bam
451030,1,>1000,Plasma,H8-plasma.bam
55462,1,>1000,Plasma,H8-plasma.bam
9399,1,>1000,Plasma,H8-plasma.bam
9322,1,>1000,Plasma,H8-plasma.bam
162802,1,>1000,Plasma,H8-plasma.bam
162919,1,>1000,Plasma,H8-plasma.bam
164278,1,>1000,Plasma,H8-plasma.bam
164362,1,>1000,Plasma,H8-plasma.bam
456672,1,>1000,Plasma,H8-plasma.bam
19008,1,>1000,Plasma,H8-plasma.bam
128964,1,>1000,Plasma,H8-plasma.bam
193749,1,>1000,Plasma,H8-plasma.bam
193681,1,>1000,Plasma,H8-plasma.bam
24577,1,>1000,Plasma,H8-plasma.bam
85578,1,>1000,Plasma,H8-plasma.bam
24501,1,>1000,Plasma,H8-plasma.bam
85510,1,>1000,Plasma,H8-plasma.bam
444678,1,>1000,Plasma,H8-plasma.bam
103697,1,>1000,Plasma,H8-plasma.bam
447280,1,>1000,Plasma,H8-plasma.bam
75568,1,>1000,Plasma,H8-plasma.bam
128018,1,>1000,Plasma,H8-plasma.bam
70109,1,>1000,Plasma,H8-plasma.bam
172323,1,>1000,Plasma,H8-plasma.bam
172233,1,>1000,Plasma,H8-plasma.bam
17781,1,>1000,Plasma,H8-plasma.bam
523197,1,>1000,Plasma,H8-plasma.bam
18966,1,>1000,Plasma,H8-plasma.bam
11184,1,>1000,Plasma,H8-plasma.bam
15355,1,>1000,Plasma,H8-plasma.bam
20406,1,>1000,Plasma,H8-plasma.bam
15300,1,>1000,Plasma,H8-plasma.bam
5922,1,>1000,Plasma,H8-plasma.bam
40165,1,>1000,Plasma,H8-plasma.bam
34802,1,>1000,Plasma,H8-plasma.bam
525293,1,>1000,Plasma,H8-plasma.bam
525295,1,>1000,Plasma,H8-plasma.bam
