Fragment Size,Count,Range,Group,BAM File
7900,1,>1000,Plasma,H8-plasma.bam
6650,1,>1000,Plasma,H8-plasma.bam
17850,1,>1000,Plasma,H8-plasma.bam
18896,1,>1000,Plasma,H8-plasma.bam
216264,1,>1000,Plasma,H8-plasma.bam
841949,1,>1000,Plasma,H8-plasma.bam
144206,1,>1000,Plasma,H8-plasma.bam
45956822,1,>1000,Plasma,H8-plasma.bam
122765,1,>1000,Plasma,H8-plasma.bam
126613,1,>1000,Plasma,H8-plasma.bam
117453,1,>1000,Plasma,H8-plasma.bam
45958915,1,>1000,Plasma,H8-plasma.bam
191996,1,>1000,Plasma,H8-plasma.bam
28756,1,>1000,Plasma,H8-plasma.bam
127322,1,>1000,Plasma,H8-plasma.bam
127169,1,>1000,Plasma,H8-plasma.bam
425241,1,>1000,Plasma,H8-plasma.bam
103733,1,>1000,Plasma,H8-plasma.bam
208441,1,>1000,Plasma,H8-plasma.bam
208340,1,>1000,Plasma,H8-plasma.bam
36506,1,>1000,Plasma,H8-plasma.bam
36505,1,>1000,Plasma,H8-plasma.bam
861,1,500-1000,Plasma,H8-plasma.bam
528910,1,>1000,Plasma,H8-plasma.bam
529218,1,>1000,Plasma,H8-plasma.bam
529221,1,>1000,Plasma,H8-plasma.bam
11243,1,>1000,Plasma,H8-plasma.bam
9336,1,>1000,Plasma,H8-plasma.bam
409870,1,>1000,Plasma,H8-plasma.bam
112061,1,>1000,Plasma,H8-plasma.bam
120952,1,>1000,Plasma,H8-plasma.bam
120832,1,>1000,Plasma,H8-plasma.bam
122108,1,>1000,Plasma,H8-plasma.bam
74834,1,>1000,Plasma,H8-plasma.bam
84239,1,>1000,Plasma,H8-plasma.bam
134077,1,>1000,Plasma,H8-plasma.bam
270885,1,>1000,Plasma,H8-plasma.bam
130928,1,>1000,Plasma,H8-plasma.bam
826156,1,>1000,Plasma,H8-plasma.bam
109841,1,>1000,Plasma,H8-plasma.bam
15751714,1,>1000,Plasma,H8-plasma.bam
636600,1,>1000,Plasma,H8-plasma.bam
242282,1,>1000,Plasma,H8-plasma.bam
120492,1,>1000,Plasma,H8-plasma.bam
57915,1,>1000,Plasma,H8-plasma.bam
45946004,1,>1000,Plasma,H8-plasma.bam
45946027,1,>1000,Plasma,H8-plasma.bam
45946167,1,>1000,Plasma,H8-plasma.bam
49498,1,>1000,Plasma,H8-plasma.bam
15760291,1,>1000,Plasma,H8-plasma.bam
409332,1,>1000,Plasma,H8-plasma.bam
30854,1,>1000,Plasma,H8-plasma.bam
12164,1,>1000,Plasma,H8-plasma.bam
12004,1,>1000,Plasma,H8-plasma.bam
14355,1,>1000,Plasma,H8-plasma.bam
4370,1,>1000,Plasma,H8-plasma.bam
5122,1,>1000,Plasma,H8-plasma.bam
2646,1,>1000,Plasma,H8-plasma.bam
551810,1,>1000,Plasma,H8-plasma.bam
36585,1,>1000,Plasma,H8-plasma.bam
44518,1,>1000,Plasma,H8-plasma.bam
4987,1,>1000,Plasma,H8-plasma.bam
76234,1,>1000,Plasma,H8-plasma.bam
76336,1,>1000,Plasma,H8-plasma.bam
137635,1,>1000,Plasma,H8-plasma.bam
128246,1,>1000,Plasma,H8-plasma.bam
49006,1,>1000,Plasma,H8-plasma.bam
91009,1,>1000,Plasma,H8-plasma.bam
15003,1,>1000,Plasma,H8-plasma.bam
45856,1,>1000,Plasma,H8-plasma.bam
36763,1,>1000,Plasma,H8-plasma.bam
531339,1,>1000,Plasma,H8-plasma.bam
9476,1,>1000,Plasma,H8-plasma.bam
6960,1,>1000,Plasma,H8-plasma.bam
7133,1,>1000,Plasma,H8-plasma.bam
33026,1,>1000,Plasma,H8-plasma.bam
33170,1,>1000,Plasma,H8-plasma.bam
1546,1,>1000,Plasma,H8-plasma.bam
30167,1,>1000,Plasma,H8-plasma.bam
227654,1,>1000,Plasma,H8-plasma.bam
227562,1,>1000,Plasma,H8-plasma.bam
411814,1,>1000,Plasma,H8-plasma.bam
391166,1,>1000,Plasma,H8-plasma.bam
6142,1,>1000,Plasma,H8-plasma.bam
272348,1,>1000,Plasma,H8-plasma.bam
111682,1,>1000,Plasma,H8-plasma.bam
45902843,1,>1000,Plasma,H8-plasma.bam
150163,1,>1000,Plasma,H8-plasma.bam
150060,1,>1000,Plasma,H8-plasma.bam
97491,1,>1000,Plasma,H8-plasma.bam
752121,1,>1000,Plasma,H8-plasma.bam
154421,1,>1000,Plasma,H8-plasma.bam
134819,1,>1000,Plasma,H8-plasma.bam
134712,1,>1000,Plasma,H8-plasma.bam
154297,1,>1000,Plasma,H8-plasma.bam
104911,1,>1000,Plasma,H8-plasma.bam
108635,1,>1000,Plasma,H8-plasma.bam
28730,1,>1000,Plasma,H8-plasma.bam
7915,1,>1000,Plasma,H8-plasma.bam
14074,1,>1000,Plasma,H8-plasma.bam
17560,1,>1000,Plasma,H8-plasma.bam
5227,1,>1000,Plasma,H8-plasma.bam
7960,1,>1000,Plasma,H8-plasma.bam
5343,1,>1000,Plasma,H8-plasma.bam
5360,1,>1000,Plasma,H8-plasma.bam
4470,1,>1000,Plasma,H8-plasma.bam
4322,1,>1000,Plasma,H8-plasma.bam
50157,1,>1000,Plasma,H8-plasma.bam
559174,1,>1000,Plasma,H8-plasma.bam
2871,1,>1000,Plasma,H8-plasma.bam
2813,1,>1000,Plasma,H8-plasma.bam
166962,1,>1000,Plasma,H8-plasma.bam
166819,1,>1000,Plasma,H8-plasma.bam
84423,1,>1000,Plasma,H8-plasma.bam
153275,1,>1000,Plasma,H8-plasma.bam
153116,1,>1000,Plasma,H8-plasma.bam
163343,1,>1000,Plasma,H8-plasma.bam
34953,1,>1000,Plasma,H8-plasma.bam
35085,1,>1000,Plasma,H8-plasma.bam
87944,1,>1000,Plasma,H8-plasma.bam
773899,1,>1000,Plasma,H8-plasma.bam
45897581,1,>1000,Plasma,H8-plasma.bam
50882,1,>1000,Plasma,H8-plasma.bam
63374,1,>1000,Plasma,H8-plasma.bam
278955,1,>1000,Plasma,H8-plasma.bam
45897082,1,>1000,Plasma,H8-plasma.bam
187094,1,>1000,Plasma,H8-plasma.bam
186937,1,>1000,Plasma,H8-plasma.bam
17250,1,>1000,Plasma,H8-plasma.bam
7416,1,>1000,Plasma,H8-plasma.bam
97867,1,>1000,Plasma,H8-plasma.bam
97770,1,>1000,Plasma,H8-plasma.bam
80148,1,>1000,Plasma,H8-plasma.bam
54655,1,>1000,Plasma,H8-plasma.bam
780911,1,>1000,Plasma,H8-plasma.bam
45892575,1,>1000,Plasma,H8-plasma.bam
45894842,1,>1000,Plasma,H8-plasma.bam
111997,1,>1000,Plasma,H8-plasma.bam
161761,1,>1000,Plasma,H8-plasma.bam
311363,1,>1000,Plasma,H8-plasma.bam
147168,1,>1000,Plasma,H8-plasma.bam
90558,1,>1000,Plasma,H8-plasma.bam
45892998,1,>1000,Plasma,H8-plasma.bam
45893101,1,>1000,Plasma,H8-plasma.bam
19108,1,>1000,Plasma,H8-plasma.bam
71319,1,>1000,Plasma,H8-plasma.bam
71408,1,>1000,Plasma,H8-plasma.bam
126104,1,>1000,Plasma,H8-plasma.bam
35369,1,>1000,Plasma,H8-plasma.bam
35480,1,>1000,Plasma,H8-plasma.bam
25188,1,>1000,Plasma,H8-plasma.bam
5151,1,>1000,Plasma,H8-plasma.bam
55934,1,>1000,Plasma,H8-plasma.bam
13751,1,>1000,Plasma,H8-plasma.bam
36204,1,>1000,Plasma,H8-plasma.bam
294134,1,>1000,Plasma,H8-plasma.bam
61192,1,>1000,Plasma,H8-plasma.bam
15710360,1,>1000,Plasma,H8-plasma.bam
348940,1,>1000,Plasma,H8-plasma.bam
349052,1,>1000,Plasma,H8-plasma.bam
37730,1,>1000,Plasma,H8-plasma.bam
170279,1,>1000,Plasma,H8-plasma.bam
42261,1,>1000,Plasma,H8-plasma.bam
15696702,1,>1000,Plasma,H8-plasma.bam
93259969,1,>1000,Plasma,H8-plasma.bam
16459826,1,>1000,Plasma,H8-plasma.bam
94325218,1,>1000,Plasma,H8-plasma.bam
110975,1,>1000,Plasma,H8-plasma.bam
46093,1,>1000,Plasma,H8-plasma.bam
53954,1,>1000,Plasma,H8-plasma.bam
771596,1,>1000,Plasma,H8-plasma.bam
352998,1,>1000,Plasma,H8-plasma.bam
353235,1,>1000,Plasma,H8-plasma.bam
58268,1,>1000,Plasma,H8-plasma.bam
125175,1,>1000,Plasma,H8-plasma.bam
45880927,1,>1000,Plasma,H8-plasma.bam
40417,1,>1000,Plasma,H8-plasma.bam
2935,1,>1000,Plasma,H8-plasma.bam
40532,1,>1000,Plasma,H8-plasma.bam
3542,1,>1000,Plasma,H8-plasma.bam
33265,1,>1000,Plasma,H8-plasma.bam
334415,1,>1000,Plasma,H8-plasma.bam
196927,1,>1000,Plasma,H8-plasma.bam
200469,1,>1000,Plasma,H8-plasma.bam
156384,1,>1000,Plasma,H8-plasma.bam
766740,1,>1000,Plasma,H8-plasma.bam
765419,1,>1000,Plasma,H8-plasma.bam
190070,1,>1000,Plasma,H8-plasma.bam
209609,1,>1000,Plasma,H8-plasma.bam
82381,1,>1000,Plasma,H8-plasma.bam
45874427,1,>1000,Plasma,H8-plasma.bam
162595,1,>1000,Plasma,H8-plasma.bam
17780,1,>1000,Plasma,H8-plasma.bam
17977,1,>1000,Plasma,H8-plasma.bam
18129,1,>1000,Plasma,H8-plasma.bam
6359,1,>1000,Plasma,H8-plasma.bam
757829,1,>1000,Plasma,H8-plasma.bam
83583096,1,>1000,Plasma,H8-plasma.bam
14509709,1,>1000,Plasma,H8-plasma.bam
34962986,1,>1000,Plasma,H8-plasma.bam
34962825,1,>1000,Plasma,H8-plasma.bam
166613,1,>1000,Plasma,H8-plasma.bam
166427,1,>1000,Plasma,H8-plasma.bam
130441,1,>1000,Plasma,H8-plasma.bam
331511,1,>1000,Plasma,H8-plasma.bam
339173,1,>1000,Plasma,H8-plasma.bam
92177,1,>1000,Plasma,H8-plasma.bam
276792,1,>1000,Plasma,H8-plasma.bam
15684881,1,>1000,Plasma,H8-plasma.bam
20222,1,>1000,Plasma,H8-plasma.bam
332383,1,>1000,Plasma,H8-plasma.bam
33391,1,>1000,Plasma,H8-plasma.bam
5124550,1,>1000,Plasma,H8-plasma.bam
5124552,1,>1000,Plasma,H8-plasma.bam
2609,1,>1000,Plasma,H8-plasma.bam
48331,1,>1000,Plasma,H8-plasma.bam
706391,1,>1000,Plasma,H8-plasma.bam
297193,1,>1000,Plasma,H8-plasma.bam
297580,1,>1000,Plasma,H8-plasma.bam
297495,1,>1000,Plasma,H8-plasma.bam
26888,1,>1000,Plasma,H8-plasma.bam
26958,1,>1000,Plasma,H8-plasma.bam
45863304,1,>1000,Plasma,H8-plasma.bam
45863277,1,>1000,Plasma,H8-plasma.bam
58373,1,>1000,Plasma,H8-plasma.bam
49290,1,>1000,Plasma,H8-plasma.bam
757881,1,>1000,Plasma,H8-plasma.bam
757863,1,>1000,Plasma,H8-plasma.bam
12099,1,>1000,Plasma,H8-plasma.bam
9424,1,>1000,Plasma,H8-plasma.bam
527471,1,>1000,Plasma,H8-plasma.bam
45852718,1,>1000,Plasma,H8-plasma.bam
45852786,1,>1000,Plasma,H8-plasma.bam
216611,1,>1000,Plasma,H8-plasma.bam
173196,1,>1000,Plasma,H8-plasma.bam
173080,1,>1000,Plasma,H8-plasma.bam
21377,1,>1000,Plasma,H8-plasma.bam
21467,1,>1000,Plasma,H8-plasma.bam
45855578,1,>1000,Plasma,H8-plasma.bam
309855,1,>1000,Plasma,H8-plasma.bam
318895,1,>1000,Plasma,H8-plasma.bam
48249,1,>1000,Plasma,H8-plasma.bam
3369643,1,>1000,Plasma,H8-plasma.bam
5124548,1,>1000,Plasma,H8-plasma.bam
223970,1,>1000,Plasma,H8-plasma.bam
223862,1,>1000,Plasma,H8-plasma.bam
51980564,1,>1000,Plasma,H8-plasma.bam
9071242,1,>1000,Plasma,H8-plasma.bam
9071156,1,>1000,Plasma,H8-plasma.bam
194435204,1,>1000,Plasma,H8-plasma.bam
903,1,500-1000,Plasma,H8-plasma.bam
195211114,1,>1000,Plasma,H8-plasma.bam
195211187,1,>1000,Plasma,H8-plasma.bam
2325750,1,>1000,Plasma,H8-plasma.bam
45848978,1,>1000,Plasma,H8-plasma.bam
308811,1,>1000,Plasma,H8-plasma.bam
308046,1,>1000,Plasma,H8-plasma.bam
30218,1,>1000,Plasma,H8-plasma.bam
183634,1,>1000,Plasma,H8-plasma.bam
162667,1,>1000,Plasma,H8-plasma.bam
127014257,1,>1000,Plasma,H8-plasma.bam
136871,1,>1000,Plasma,H8-plasma.bam
136800,1,>1000,Plasma,H8-plasma.bam
109548539,1,>1000,Plasma,H8-plasma.bam
6186,1,>1000,Plasma,H8-plasma.bam
33890176,1,>1000,Plasma,H8-plasma.bam
2712,1,>1000,Plasma,H8-plasma.bam
229414,1,>1000,Plasma,H8-plasma.bam
229305,1,>1000,Plasma,H8-plasma.bam
722709,1,>1000,Plasma,H8-plasma.bam
15671633,1,>1000,Plasma,H8-plasma.bam
15656486,1,>1000,Plasma,H8-plasma.bam
192231,1,>1000,Plasma,H8-plasma.bam
304043,1,>1000,Plasma,H8-plasma.bam
223975,1,>1000,Plasma,H8-plasma.bam
223974,1,>1000,Plasma,H8-plasma.bam
8179313,1,>1000,Plasma,H8-plasma.bam
8179404,1,>1000,Plasma,H8-plasma.bam
68115238,1,>1000,Plasma,H8-plasma.bam
1272,1,>1000,Plasma,H8-plasma.bam
1416,1,>1000,Plasma,H8-plasma.bam
77911920,1,>1000,Plasma,H8-plasma.bam
77911933,1,>1000,Plasma,H8-plasma.bam
75493766,1,>1000,Plasma,H8-plasma.bam
206440,1,>1000,Plasma,H8-plasma.bam
307146,1,>1000,Plasma,H8-plasma.bam
307064,1,>1000,Plasma,H8-plasma.bam
530668,1,>1000,Plasma,H8-plasma.bam
4273,1,>1000,Plasma,H8-plasma.bam
104229,1,>1000,Plasma,H8-plasma.bam
22249,1,>1000,Plasma,H8-plasma.bam
150503,1,>1000,Plasma,H8-plasma.bam
10814,1,>1000,Plasma,H8-plasma.bam
1943,1,>1000,Plasma,H8-plasma.bam
18614,1,>1000,Plasma,H8-plasma.bam
4271,1,>1000,Plasma,H8-plasma.bam
4523,1,>1000,Plasma,H8-plasma.bam
4682,1,>1000,Plasma,H8-plasma.bam
12040,1,>1000,Plasma,H8-plasma.bam
287887,1,>1000,Plasma,H8-plasma.bam
287985,1,>1000,Plasma,H8-plasma.bam
71188,1,>1000,Plasma,H8-plasma.bam
3540,1,>1000,Plasma,H8-plasma.bam
45823753,1,>1000,Plasma,H8-plasma.bam
330431,1,>1000,Plasma,H8-plasma.bam
340228,1,>1000,Plasma,H8-plasma.bam
290308,1,>1000,Plasma,H8-plasma.bam
2524,1,>1000,Plasma,H8-plasma.bam
352274,1,>1000,Plasma,H8-plasma.bam
352175,1,>1000,Plasma,H8-plasma.bam
251052,1,>1000,Plasma,H8-plasma.bam
186991,1,>1000,Plasma,H8-plasma.bam
45814349,1,>1000,Plasma,H8-plasma.bam
276084,1,>1000,Plasma,H8-plasma.bam
31751,1,>1000,Plasma,H8-plasma.bam
6075,1,>1000,Plasma,H8-plasma.bam
326484,1,>1000,Plasma,H8-plasma.bam
45982,1,>1000,Plasma,H8-plasma.bam
36755,1,>1000,Plasma,H8-plasma.bam
71517141,1,>1000,Plasma,H8-plasma.bam
4096675,1,>1000,Plasma,H8-plasma.bam
1221951,1,>1000,Plasma,H8-plasma.bam
1221082,1,>1000,Plasma,H8-plasma.bam
4093208,1,>1000,Plasma,H8-plasma.bam
2052,1,>1000,Plasma,H8-plasma.bam
10944,1,>1000,Plasma,H8-plasma.bam
10955,1,>1000,Plasma,H8-plasma.bam
7866,1,>1000,Plasma,H8-plasma.bam
61569111,1,>1000,Plasma,H8-plasma.bam
213851,1,>1000,Plasma,H8-plasma.bam
19994,1,>1000,Plasma,H8-plasma.bam
266010,1,>1000,Plasma,H8-plasma.bam
37865,1,>1000,Plasma,H8-plasma.bam
73150,1,>1000,Plasma,H8-plasma.bam
15624457,1,>1000,Plasma,H8-plasma.bam
50205,1,>1000,Plasma,H8-plasma.bam
50065,1,>1000,Plasma,H8-plasma.bam
211461,1,>1000,Plasma,H8-plasma.bam
253028,1,>1000,Plasma,H8-plasma.bam
247700,1,>1000,Plasma,H8-plasma.bam
25021,1,>1000,Plasma,H8-plasma.bam
4105816,1,>1000,Plasma,H8-plasma.bam
2243,1,>1000,Plasma,H8-plasma.bam
2603,1,>1000,Plasma,H8-plasma.bam
2881929,1,>1000,Plasma,H8-plasma.bam
2894071,1,>1000,Plasma,H8-plasma.bam
24215,1,>1000,Plasma,H8-plasma.bam
45808553,1,>1000,Plasma,H8-plasma.bam
69956,1,>1000,Plasma,H8-plasma.bam
376585,1,>1000,Plasma,H8-plasma.bam
396004,1,>1000,Plasma,H8-plasma.bam
60683,1,>1000,Plasma,H8-plasma.bam
60591,1,>1000,Plasma,H8-plasma.bam
12363,1,>1000,Plasma,H8-plasma.bam
4253,1,>1000,Plasma,H8-plasma.bam
981,1,500-1000,Plasma,H8-plasma.bam
446115,1,>1000,Plasma,H8-plasma.bam
616919,1,>1000,Plasma,H8-plasma.bam
15616438,1,>1000,Plasma,H8-plasma.bam
686090,1,>1000,Plasma,H8-plasma.bam
45797002,1,>1000,Plasma,H8-plasma.bam
45803147,1,>1000,Plasma,H8-plasma.bam
385483,1,>1000,Plasma,H8-plasma.bam
368160,1,>1000,Plasma,H8-plasma.bam
368022,1,>1000,Plasma,H8-plasma.bam
18064,1,>1000,Plasma,H8-plasma.bam
280307,1,>1000,Plasma,H8-plasma.bam
79122,1,>1000,Plasma,H8-plasma.bam
256472,1,>1000,Plasma,H8-plasma.bam
221641,1,>1000,Plasma,H8-plasma.bam
4102443,1,>1000,Plasma,H8-plasma.bam
25156,1,>1000,Plasma,H8-plasma.bam
613638,1,>1000,Plasma,H8-plasma.bam
45536137,1,>1000,Plasma,H8-plasma.bam
28825677,1,>1000,Plasma,H8-plasma.bam
127133595,1,>1000,Plasma,H8-plasma.bam
139291650,1,>1000,Plasma,H8-plasma.bam
12544831,1,>1000,Plasma,H8-plasma.bam
126215659,1,>1000,Plasma,H8-plasma.bam
62960059,1,>1000,Plasma,H8-plasma.bam
91736517,1,>1000,Plasma,H8-plasma.bam
26168560,1,>1000,Plasma,H8-plasma.bam
42631733,1,>1000,Plasma,H8-plasma.bam
15278672,1,>1000,Plasma,H8-plasma.bam
13262927,1,>1000,Plasma,H8-plasma.bam
634128,1,>1000,Plasma,H8-plasma.bam
471199,1,>1000,Plasma,H8-plasma.bam
446262,1,>1000,Plasma,H8-plasma.bam
428189,1,>1000,Plasma,H8-plasma.bam
445349,1,>1000,Plasma,H8-plasma.bam
45528769,1,>1000,Plasma,H8-plasma.bam
557344,1,>1000,Plasma,H8-plasma.bam
45524778,1,>1000,Plasma,H8-plasma.bam
528345,1,>1000,Plasma,H8-plasma.bam
607653,1,>1000,Plasma,H8-plasma.bam
443933,1,>1000,Plasma,H8-plasma.bam
443843,1,>1000,Plasma,H8-plasma.bam
443773,1,>1000,Plasma,H8-plasma.bam
443683,1,>1000,Plasma,H8-plasma.bam
388422,1,>1000,Plasma,H8-plasma.bam
432989,1,>1000,Plasma,H8-plasma.bam
623666,1,>1000,Plasma,H8-plasma.bam
312360,1,>1000,Plasma,H8-plasma.bam
613731,1,>1000,Plasma,H8-plasma.bam
27476051,1,>1000,Plasma,H8-plasma.bam
14159592,1,>1000,Plasma,H8-plasma.bam
116947511,1,>1000,Plasma,H8-plasma.bam
16728610,1,>1000,Plasma,H8-plasma.bam
23445991,1,>1000,Plasma,H8-plasma.bam
187907358,1,>1000,Plasma,H8-plasma.bam
32189520,1,>1000,Plasma,H8-plasma.bam
120872777,1,>1000,Plasma,H8-plasma.bam
99401315,1,>1000,Plasma,H8-plasma.bam
13236613,1,>1000,Plasma,H8-plasma.bam
95062340,1,>1000,Plasma,H8-plasma.bam
24062,1,>1000,Plasma,H8-plasma.bam
24198,1,>1000,Plasma,H8-plasma.bam
646199,1,>1000,Plasma,H8-plasma.bam
418806,1,>1000,Plasma,H8-plasma.bam
222330,1,>1000,Plasma,H8-plasma.bam
12545,1,>1000,Plasma,H8-plasma.bam
7992,1,>1000,Plasma,H8-plasma.bam
14068,1,>1000,Plasma,H8-plasma.bam
16815,1,>1000,Plasma,H8-plasma.bam
7363,1,>1000,Plasma,H8-plasma.bam
2484,1,>1000,Plasma,H8-plasma.bam
17147,1,>1000,Plasma,H8-plasma.bam
45532218,1,>1000,Plasma,H8-plasma.bam
7774,1,>1000,Plasma,H8-plasma.bam
7775,1,>1000,Plasma,H8-plasma.bam
7797,1,>1000,Plasma,H8-plasma.bam
78051635,1,>1000,Plasma,H8-plasma.bam
93678926,1,>1000,Plasma,H8-plasma.bam
35949038,1,>1000,Plasma,H8-plasma.bam
100941966,1,>1000,Plasma,H8-plasma.bam
201773470,1,>1000,Plasma,H8-plasma.bam
180642,1,>1000,Plasma,H8-plasma.bam
45512315,1,>1000,Plasma,H8-plasma.bam
17822,1,>1000,Plasma,H8-plasma.bam
9939,1,>1000,Plasma,H8-plasma.bam
45509863,1,>1000,Plasma,H8-plasma.bam
10219,1,>1000,Plasma,H8-plasma.bam
3492,1,>1000,Plasma,H8-plasma.bam
3307,1,>1000,Plasma,H8-plasma.bam
3453,1,>1000,Plasma,H8-plasma.bam
17160,1,>1000,Plasma,H8-plasma.bam
17055,1,>1000,Plasma,H8-plasma.bam
21124,1,>1000,Plasma,H8-plasma.bam
3536,1,>1000,Plasma,H8-plasma.bam
14673,1,>1000,Plasma,H8-plasma.bam
7855,1,>1000,Plasma,H8-plasma.bam
9907,1,>1000,Plasma,H8-plasma.bam
9989938,1,>1000,Plasma,H8-plasma.bam
5844923,1,>1000,Plasma,H8-plasma.bam
47516548,1,>1000,Plasma,H8-plasma.bam
200848829,1,>1000,Plasma,H8-plasma.bam
5884852,1,>1000,Plasma,H8-plasma.bam
39178789,1,>1000,Plasma,H8-plasma.bam
199575608,1,>1000,Plasma,H8-plasma.bam
45787656,1,>1000,Plasma,H8-plasma.bam
58997018,1,>1000,Plasma,H8-plasma.bam
63189869,1,>1000,Plasma,H8-plasma.bam
39810019,1,>1000,Plasma,H8-plasma.bam
100163091,1,>1000,Plasma,H8-plasma.bam
162772110,1,>1000,Plasma,H8-plasma.bam
140855334,1,>1000,Plasma,H8-plasma.bam
36225010,1,>1000,Plasma,H8-plasma.bam
180770,1,>1000,Plasma,H8-plasma.bam
143629,1,>1000,Plasma,H8-plasma.bam
135952,1,>1000,Plasma,H8-plasma.bam
204467,1,>1000,Plasma,H8-plasma.bam
177763,1,>1000,Plasma,H8-plasma.bam
45181982,1,>1000,Plasma,H8-plasma.bam
45182065,1,>1000,Plasma,H8-plasma.bam
183329,1,>1000,Plasma,H8-plasma.bam
547027,1,>1000,Plasma,H8-plasma.bam
547069,1,>1000,Plasma,H8-plasma.bam
733312,1,>1000,Plasma,H8-plasma.bam
211829,1,>1000,Plasma,H8-plasma.bam
211831,1,>1000,Plasma,H8-plasma.bam
15131373,1,>1000,Plasma,H8-plasma.bam
15131456,1,>1000,Plasma,H8-plasma.bam
170277,1,>1000,Plasma,H8-plasma.bam
191292141,1,>1000,Plasma,H8-plasma.bam
116650,1,>1000,Plasma,H8-plasma.bam
99565261,1,>1000,Plasma,H8-plasma.bam
66586850,1,>1000,Plasma,H8-plasma.bam
135458717,1,>1000,Plasma,H8-plasma.bam
6326,1,>1000,Plasma,H8-plasma.bam
136755407,1,>1000,Plasma,H8-plasma.bam
73834621,1,>1000,Plasma,H8-plasma.bam
58240604,1,>1000,Plasma,H8-plasma.bam
116646,1,>1000,Plasma,H8-plasma.bam
116768,1,>1000,Plasma,H8-plasma.bam
595079,1,>1000,Plasma,H8-plasma.bam
122252,1,>1000,Plasma,H8-plasma.bam
133412,1,>1000,Plasma,H8-plasma.bam
133534,1,>1000,Plasma,H8-plasma.bam
126970,1,>1000,Plasma,H8-plasma.bam
132591,1,>1000,Plasma,H8-plasma.bam
218051197,1,>1000,Plasma,H8-plasma.bam
223225216,1,>1000,Plasma,H8-plasma.bam
26101703,1,>1000,Plasma,H8-plasma.bam
6951624,1,>1000,Plasma,H8-plasma.bam
9193,1,>1000,Plasma,H8-plasma.bam
9203,1,>1000,Plasma,H8-plasma.bam
370831,1,>1000,Plasma,H8-plasma.bam
364992,1,>1000,Plasma,H8-plasma.bam
134760,1,>1000,Plasma,H8-plasma.bam
134657,1,>1000,Plasma,H8-plasma.bam
354859,1,>1000,Plasma,H8-plasma.bam
43697,1,>1000,Plasma,H8-plasma.bam
99821,1,>1000,Plasma,H8-plasma.bam
99943,1,>1000,Plasma,H8-plasma.bam
105428,1,>1000,Plasma,H8-plasma.bam
606293,1,>1000,Plasma,H8-plasma.bam
35604197,1,>1000,Plasma,H8-plasma.bam
64828894,1,>1000,Plasma,H8-plasma.bam
64828798,1,>1000,Plasma,H8-plasma.bam
891673,1,>1000,Plasma,H8-plasma.bam
755615,1,>1000,Plasma,H8-plasma.bam
755590,1,>1000,Plasma,H8-plasma.bam
126933,1,>1000,Plasma,H8-plasma.bam
135923,1,>1000,Plasma,H8-plasma.bam
379329,1,>1000,Plasma,H8-plasma.bam
383071,1,>1000,Plasma,H8-plasma.bam
9184,1,>1000,Plasma,H8-plasma.bam
9138,1,>1000,Plasma,H8-plasma.bam
58240603,1,>1000,Plasma,H8-plasma.bam
2950628,1,>1000,Plasma,H8-plasma.bam
2950620,1,>1000,Plasma,H8-plasma.bam
218051164,1,>1000,Plasma,H8-plasma.bam
425125,1,>1000,Plasma,H8-plasma.bam
45109596,1,>1000,Plasma,H8-plasma.bam
45109611,1,>1000,Plasma,H8-plasma.bam
421109,1,>1000,Plasma,H8-plasma.bam
421160,1,>1000,Plasma,H8-plasma.bam
675843,1,>1000,Plasma,H8-plasma.bam
37812,1,>1000,Plasma,H8-plasma.bam
388316,1,>1000,Plasma,H8-plasma.bam
388315,1,>1000,Plasma,H8-plasma.bam
386497,1,>1000,Plasma,H8-plasma.bam
135710285,1,>1000,Plasma,H8-plasma.bam
117354233,1,>1000,Plasma,H8-plasma.bam
4334,1,>1000,Plasma,H8-plasma.bam
5744,1,>1000,Plasma,H8-plasma.bam
5738,1,>1000,Plasma,H8-plasma.bam
34348547,1,>1000,Plasma,H8-plasma.bam
18079832,1,>1000,Plasma,H8-plasma.bam
10412,1,>1000,Plasma,H8-plasma.bam
18079659,1,>1000,Plasma,H8-plasma.bam
22132,1,>1000,Plasma,H8-plasma.bam
47046,1,>1000,Plasma,H8-plasma.bam
10652,1,>1000,Plasma,H8-plasma.bam
18060868,1,>1000,Plasma,H8-plasma.bam
11177,1,>1000,Plasma,H8-plasma.bam
39482,1,>1000,Plasma,H8-plasma.bam
30092,1,>1000,Plasma,H8-plasma.bam
951591,1,>1000,Plasma,H8-plasma.bam
446957,1,>1000,Plasma,H8-plasma.bam
44940403,1,>1000,Plasma,H8-plasma.bam
31055,1,>1000,Plasma,H8-plasma.bam
727783,1,>1000,Plasma,H8-plasma.bam
946728,1,>1000,Plasma,H8-plasma.bam
15757485,1,>1000,Plasma,H8-plasma.bam
15707063,1,>1000,Plasma,H8-plasma.bam
15344127,1,>1000,Plasma,H8-plasma.bam
15621294,1,>1000,Plasma,H8-plasma.bam
15686789,1,>1000,Plasma,H8-plasma.bam
14930069,1,>1000,Plasma,H8-plasma.bam
14929953,1,>1000,Plasma,H8-plasma.bam
15748624,1,>1000,Plasma,H8-plasma.bam
15841836,1,>1000,Plasma,H8-plasma.bam
11746,1,>1000,Plasma,H8-plasma.bam
15840194,1,>1000,Plasma,H8-plasma.bam
